"annotation_id","annotator","artist","created_at","id","index","lead_time","lyrics","tag","title","updated_at","x_coordinate","y_coordinate","year"
50,"1","Lil' Mo","2024-07-27T11:28:50.137638Z",1546,48,63.523,"[Intro]
Cuz I just wanna chill and take a ride
Shotgun in your 7-45
Oh baby you know I got your back, and I need to feel you next to me
We got a baby and you know that I
Would have another, man I want your child
Sometimes I really wanna cry, cause the love is so good

[Hook]
Boy, if you really love me now
Can we walk down the aisle?
Cause you know I'm gonna hold you down
Cause when you was down and out
I was still around
You gettin' money now
But I still got love for you

[Verse 1]
If you fell off tomorrow, you could stay at my crib
If you didn't smell so good, I would still have your kid
If you got locked up, I'd put money on your books
I'd marry you through conical visits, and it'd be off the hook
You could still keep the hoopty, if you couldn't cop a Benz
Boy I'd never dip out, like some of your friends
If the boys try to get you, I'd be by your side
Like Cleo from Set it Off, and you know I'll ride
If you gotta peel a cap baby, do it papi
And if a chick wanna a piece of me, I know you got me
You have to work at Mickey D's or Burger King
I'd be there for you cause I know we gotta eat
I ain't got too many friends, you know that babe
If you use your tongue, baby I'll behave
You know I don't drink, cause I wanna have your baby
Cause I'm your girl, and them other chicks is maybe
[Hook]

[Outro- Lil' Mo:]
If you only knew how I feel
Boy you would know that my love is for real
21 answers to the questions you got
I'll always love you if you got money or not   ","rap","21 Answers","2024-07-27T11:28:50.137638Z","0.8","-0.1",2013

51,"1","Triple A","2024-07-27T11:30:13.210638Z",1547,49,80.075,"Intro:
Alright its time
To say goodbye
To the fake me
No more swearing
No more bad jokes
Because (this is majestic)

Verse 1:
I tried the fake me
Thought i'd fit in
But that decision
Was such a sin
Who cares if i'm the greatest
Or i'm not
But one thing is certain
I ain't taking the shot
Say whatever you want
I want care
I don't need haters
Just some new fresh air
I am me
You be you
Not the fake one
The one thats been due
Verse 2:
Why you tryna say you're strong and tough
Thats just gonna get your life rough
Why you tryna say your the best baller
Some people have to work hard like getting a sholar
Why you tryna say you have depression
To say that, its kinda a question
Why you tryna say you were bullied
Some people actually did and they still need a sheild

Hook:
Alright its time
To say goodbye to the fake me
No more swearing
No more bad jokes
This is for all the fake ones
Time to give those shoulders a release of those tones
I am me
You be you
Not the fake one
The ones that been due

Verse 3:
To all the haters tryna take me down
Im a human too
But its time to stop being a clown
You dont think i know the pain
I know it, but im learning to gain","rap","Fake Me","2024-07-27T11:30:13.210638Z","0.4","-0.3",2018

52,"1","Toddi","2024-07-27T11:30:41.892862Z",1548,50,26.507,"[Verse]
I think I've spent enough time now being down and out
Being devoured by psychological gout
Gotta pack up my past, keep it deep in the ground
While I move forward trying to find my sound
I'm a poet with a melody, reiterate c'est la vie
Helping others through with songs as remedies
Keeping it simple, six strings and voice
Going on, it's as if that I had any other choice
Splitting my hand, blood on my guitar
If I add the sweat and tears someday I'll be a star
I dream to have my name in lights, people cheering my name
I'll be struck by the sheer anecdote again and again
I know that one day I'll be paid just to pick up a pen
And when I'm there I know I'll stay true to my friends
I'm thankful for the support that always helped me through
'Cause this is the shit that I was born to do","rap","Mindframe","2024-07-27T11:30:41.892862Z","0.8","0.3",2017

53,"1","Yung cash register aka lil broomstick","2024-07-27T11:31:45.950322Z",1549,51,41.962,"[Chorus: Lil Broomstick]
Miss me with that bone shit (that bone shit)
I got too much clout, going stupid (stupid)
Who got all the sauce, Lil Broomstick (Lil Broomstick)
I won my first Grammy, then I freaked it (I freaked it)
I won another Grammy, then I freaked it (I freaked it)
Bought a studio session for the weekend (for the weekend)
This ain't what you want, this ain't what you want (what you want)
This ain't what you want, this ain't what you want (what you want)

[Verse 1: Bank Bill]
Where my bread at, lil bitch?
Hella bread, seventeen cent, I already said that, lil bitch
Need my money, shit ain’t funny, coming to take that, lil bitch
Do my gun clap, lil bitch? You gon’ find out, lil bitch
I’m gon' hold you, I’m gon' press you, I’ma control you
Runnin’ up on you, keep it 100, your door was open
Walk in your house, end your life over that money
Grab that cash, then it’s back to work on Monday
I've been ready, my whip been ready
My bread been ready, my gun been ready
The bank been ready, the bill been ready
Overdue payment, the bank gon’ get it
I got cards, hope you got credit
My bank on full, it’s all in savings
I gotta go get it, I gotta go get it
I gotta go get it, I gotta go get it, skrrt
[Verse 2: Baku & Lil Broomstick]
Miss me with that bone shit (that bone shit)
I got the iPhone 4, you is phoneless (phoneless)
Pirate Blackin' out, Pirate Blackin' out
Bought some movie tickets for the weekend (the weekend)
I bought a chicken biscuit, then I freaked it (I freaked it)
I bought a boneless pizza, then I freaked it (I freaked it)
I put them new Yeezys on my feet, oh yee-ee
Fuck this food service, fuck them vegans (them vegans)
I bought the iPhone 8 and then I freaked it (then I freaked it)
I haven't changed the settings, should I keep it? (Should I keep it?)
I just quit my job, it ain’t no secret (YUH)

La di da di da, lemme get that sub
Pass me some chips, new Yeezys dropped
La di da di da, on the boulevard
Chitty chitty bang, fuck anime","rap","Kings Bread","2024-07-27T11:31:45.950322Z","-0.5","0.7",2018

54,"1","Vojtech Cekal","2024-07-27T11:32:33.258673Z",1550,52,44.837,"[Intro]
Astro-naut
What you know about rollin' down in the deep? (in the deep, in the deep, in the deep...)

[Chorus]
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

[Verse 1]
She say that I'm cool (Damn straight)
I'm like ""Yeah, that's true"" (That's true)
I believe in G-O-D (Ayy)
Don't believe in T-H-O-T
She keep playing me dumb (Play me)
I'ma play her for fun (Uh-huh)
Y'all don't really know my mental
Let me give you the picture like stencil
Fallin' out in a drought
No flow, rain wasn't pourin' down
See, that pain was all around
See, my mode was kinda lounged
Didn't know which, which way to turn
Flow was cool but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (Ayy)
[Bridge]
Let's just get this straight for a second, I'ma work (Yuh)
Even if I don't get paid for progression, I'ma get it (Uh, get it)
Everything that I do is electric (Ayy)
I'ma keep it in a motion, keep it movin' like kinetic, ayy (Yeah, yeah, yeah, yeah, yeah)

[Verse 2]
Put this shit in a frame, better know I don't blame
Everything that I say, man, I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, la-la-la-la, like
Both hands together, God, let me pray (Now let me pray), uh
I've been goin' right, right around, call that relay (Masked Wolf)
Pass the baton, back and I'm on
Swimmin' in the pool—Kendrick Lamar, uh (Ayy)
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine (Spine)
They say that I'm so fine (Fine)
You could never match my grind (True)
Please do not, not waste my time (Wolf)

[Chorus]
What you know about rollin' down in the deep? (in the deep, in the deep, in the deep...)
Down in the deep?
You can call that mental freeze
Put that shit in slow motion, yeah (motion, yeah)
Like an astronaut in the ocean (ayy)
Down in the deep?
You can call that mental freeze
Put that shit in slow motion, yeah (motion, yeah)
Like an astronaut in the ocean
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean","rap","Astronaut In The Ocean Remix","2024-07-27T11:32:33.258673Z","-0.4","0.8",2021

55,"1","Movvy","2024-07-27T11:33:31.091909Z",1551,53,55.44,"I can't trust a soul everybody out here  lying
How u jus gon go even tho u said u riding
They don’t want me to blow they don’t wanna see me shining
Now she like my flow baby girl i keep on grinding

I know it gets hard but u have to keep on trying
I ain’t even speak on all that stuff that u was hidin
I been in my mind swear it’s feelin like i’m dying
Think i need sum help think i need me a lil guidance


I bossed up on ur crew
They act like they know me
N they all swear they do
Gotta play it cool
They played me like a fool
Stuck inside my room
Sick of all this pain
It’s been rainy days","rap","Shining","2024-07-27T11:33:31.092901Z","-0.7","-0.5",2020
